date,portfolio_return,rebalance_date,num_assets,cumulative_return
2021-01-04 00:00:00-05:00,-0.0030321845361958905,2020-12-31 00:00:00-05:00,27,0.9969678154638041
2021-01-05 00:00:00-05:00,0.003456103524765528,2020-12-31 00:00:00-05:00,27,1.0004134394449065
2021-01-06 00:00:00-05:00,0.0016543142181713966,2020-12-31 00:00:00-05:00,27,1.0020684376218298
2021-01-07 00:00:00-05:00,-0.00010841211734146947,2020-12-31 00:00:00-05:00,27,1.0019598012607862
2021-01-08 00:00:00-05:00,-0.003574313454111719,2020-12-31 00:00:00-05:00,27,0.9983784828626606
2021-01-11 00:00:00-05:00,0.001479419461990812,2020-12-31 00:00:00-05:00,27,0.9998555034206404
2021-01-12 00:00:00-05:00,0.0047717009727697435,2020-12-31 00:00:00-05:00,27,1.004626514898942
2021-01-13 00:00:00-05:00,0.007255272427938824,2020-12-31 00:00:00-05:00,27,1.0119153539528645
2021-01-14 00:00:00-05:00,-0.0015351310654505657,2020-12-31 00:00:00-05:00,27,1.010361931257405
2021-01-15 00:00:00-05:00,-0.007199427572648557,2020-12-31 00:00:00-05:00,27,1.003087903711156
2021-01-19 00:00:00-05:00,0.005862514136344455,2020-12-31 00:00:00-05:00,27,1.0089685207266588
2021-01-20 00:00:00-05:00,0.001450989583199603,2020-12-31 00:00:00-05:00,27,1.0104325235400093
2021-01-21 00:00:00-05:00,-0.005432546987587606,2020-12-31 00:00:00-05:00,27,1.0049433013780915
2021-01-22 00:00:00-05:00,-0.0017762107493064282,2020-12-31 00:00:00-05:00,27,1.0031583102837403
2021-01-25 00:00:00-05:00,0.0010457019716946015,2020-12-31 00:00:00-05:00,27,1.0042073149067257
2021-01-26 00:00:00-05:00,-0.0035799773977159234,2020-12-31 00:00:00-05:00,27,1.0006122754167386
2021-01-27 00:00:00-05:00,-0.02576548144417589,2020-12-31 00:00:00-05:00,27,0.974831018401674
2021-01-28 00:00:00-05:00,0.008054149729457593,2020-12-31 00:00:00-05:00,27,0.9826824533848006
2021-01-29 00:00:00-05:00,-0.010508097225416476,2020-12-31 00:00:00-05:00,27,0.9723563306229224
2021-02-01 00:00:00-05:00,0.0043074098613903235,2020-12-31 00:00:00-05:00,27,0.9765446678702328
2021-02-02 00:00:00-05:00,0.007118661175031398,2020-12-31 00:00:00-05:00,27,0.9834963584830845
2021-02-03 00:00:00-05:00,-0.0033349054250096355,2021-02-02 00:00:00-05:00,27,0.9802164911417021
2021-02-04 00:00:00-05:00,0.008474767673114093,2021-02-02 00:00:00-05:00,27,0.988523598173483
2021-02-05 00:00:00-05:00,0.005761248223715314,2021-02-02 00:00:00-05:00,27,0.9942187279975606
2021-02-08 00:00:00-05:00,0.008964089878527612,2021-02-02 00:00:00-05:00,27,1.0031309940342463
2021-02-09 00:00:00-05:00,-0.0015808542735407502,2021-02-02 00:00:00-05:00,27,1.0015451901154062
2021-02-10 00:00:00-05:00,-0.0026348506725636625,2021-02-02 00:00:00-05:00,27,0.9989062680976277
2021-02-11 00:00:00-05:00,0.003393355536387469,2021-02-02 00:00:00-05:00,27,1.002295912212809
2021-02-12 00:00:00-05:00,0.003496573430151895,2021-02-02 00:00:00-05:00,27,1.0058005134686023
2021-02-16 00:00:00-05:00,0.0019040191382420778,2021-02-02 00:00:00-05:00,27,1.0077155768955002
2021-02-17 00:00:00-05:00,-0.00044846980308044677,2021-02-02 00:00:00-05:00,27,1.0072636468891687
2021-02-18 00:00:00-05:00,-0.007045196760474992,2021-02-02 00:00:00-05:00,27,1.000167276307161
2021-02-19 00:00:00-05:00,0.0025309550450548154,2021-02-02 00:00:00-05:00,27,1.0026986547210293
2021-02-22 00:00:00-05:00,-0.007152311267419688,2021-02-02 00:00:00-05:00,27,0.9955270418350415
2021-02-23 00:00:00-05:00,-0.0005720417963287298,2021-02-02 00:00:00-05:00,27,0.9949575587577363
2021-02-24 00:00:00-05:00,0.007579110191860044,2021-02-02 00:00:00-05:00,27,1.0024984517317852
2021-02-25 00:00:00-05:00,-0.02444534396547991,2021-02-02 00:00:00-05:00,27,0.9779920322543406
2021-02-26 00:00:00-05:00,-0.006670781066683705,2021-02-02 00:00:00-05:00,27,0.9714680615222108
2021-03-01 00:00:00-05:00,0.023432467260463292,2021-02-02 00:00:00-05:00,27,0.9942319550684158
2021-03-02 00:00:00-05:00,-0.01192839028781417,2021-02-02 00:00:00-05:00,27,0.9823723682717432
2021-03-03 00:00:00-05:00,-0.017846113420767216,2021-02-02 00:00:00-05:00,27,0.964840839566138
2021-03-04 00:00:00-05:00,-0.011781714253895079,2021-02-02 00:00:00-05:00,27,0.9534733604938815
2021-03-05 00:00:00-05:00,0.02105103042452624,2021-03-04 00:00:00-05:00,27,0.9735449572146134
2021-03-08 00:00:00-05:00,0.005072474862889864,2021-03-04 00:00:00-05:00,27,0.9784832395379778
2021-03-09 00:00:00-05:00,-0.0050615330210042,2021-03-04 00:00:00-05:00,27,0.9735306143105571
2021-03-10 00:00:00-05:00,0.014982408259209089,2021-03-04 00:00:00-05:00,27,0.9881164474269966
2021-03-11 00:00:00-05:00,-0.0032864422221556833,2021-03-04 00:00:00-05:00,27,0.984869059813766
2021-03-12 00:00:00-05:00,0.008289460043253849,2021-03-04 00:00:00-05:00,27,0.9930330925329294
2021-03-15 00:00:00-04:00,-0.001965351019222973,2021-03-04 00:00:00-05:00,27,0.9910814339323976
2021-03-16 00:00:00-04:00,-0.004220912418553153,2021-03-04 00:00:00-05:00,27,0.9868981660001148
2021-03-17 00:00:00-04:00,0.0018740668777272693,2021-03-04 00:00:00-05:00,27,0.9887476791647054
2021-03-18 00:00:00-04:00,-0.0030940145683664806,2021-03-04 00:00:00-05:00,27,0.9856884794409313
2021-03-19 00:00:00-04:00,-0.0033176655658851534,2021-03-04 00:00:00-05:00,27,0.9824182947140003
2021-03-22 00:00:00-04:00,-0.0015223215302266138,2021-03-04 00:00:00-05:00,27,0.9809227381922687
2021-03-23 00:00:00-04:00,-0.008340609478672907,2021-03-04 00:00:00-05:00,27,0.9727412447042565
2021-03-24 00:00:00-04:00,0.008511137125655023,2021-03-04 00:00:00-05:00,27,0.9810203788257147
2021-03-25 00:00:00-04:00,0.0044626384329105664,2021-03-04 00:00:00-05:00,27,0.9853983180717307
2021-03-26 00:00:00-04:00,0.017132459016746673,2021-03-04 00:00:00-05:00,27,1.002280614371266
2021-03-29 00:00:00-04:00,0.0008538559568071585,2021-03-04 00:00:00-05:00,27,1.0031364176442392
2021-03-30 00:00:00-04:00,-0.004874874095971209,2021-03-04 00:00:00-05:00,27,0.99824625390714
2021-03-31 00:00:00-04:00,-0.006440761736809832,2021-03-04 00:00:00-05:00,27,0.9918167876310611
2021-04-01 00:00:00-04:00,0.006693547184915215,2021-03-04 00:00:00-05:00,27,0.9984555600978606
2021-04-05 00:00:00-04:00,-0.0009207647490632392,2021-03-04 00:00:00-05:00,27,0.9975362174146164
2021-04-06 00:00:00-04:00,0.004000201004014131,2021-04-05 00:00:00-04:00,27,1.0015265627930587
2021-04-07 00:00:00-04:00,-0.0022723495361559086,2021-04-05 00:00:00-04:00,27,0.999250744372648
2021-04-08 00:00:00-04:00,0.005071587421366738,2021-04-05 00:00:00-04:00,27,1.0043185318785997
2021-04-09 00:00:00-04:00,-0.0016283496829126514,2021-04-05 00:00:00-04:00,27,1.0026831501156719
2021-04-12 00:00:00-04:00,4.803568766912675e-05,2021-04-05 00:00:00-04:00,27,1.0027313146903019
2021-04-13 00:00:00-04:00,0.0016834047870326074,2021-04-05 00:00:00-04:00,27,1.0044193173855591
2021-04-14 00:00:00-04:00,-0.00255045504146448,2021-04-05 00:00:00-04:00,27,1.0018575910737888
2021-04-15 00:00:00-04:00,0.012363093162676725,2021-04-05 00:00:00-04:00,27,1.014243649807969
2021-04-16 00:00:00-04:00,0.001542310582518543,2021-04-05 00:00:00-04:00,27,1.01580792852232
2021-04-19 00:00:00-04:00,-0.002920557305888846,2021-04-05 00:00:00-04:00,27,1.0128412032552945
2021-04-20 00:00:00-04:00,0.003966162498028739,2021-04-05 00:00:00-04:00,27,1.016858296052104
2021-04-21 00:00:00-04:00,0.004119662769494237,2021-04-05 00:00:00-04:00,27,1.0210474093162012
2021-04-22 00:00:00-04:00,-0.005180541486612911,2021-04-05 00:00:00-04:00,27,1.01575783085244
2021-04-23 00:00:00-04:00,-0.00033669078523652256,2021-04-05 00:00:00-04:00,27,1.01541583455076
2021-04-26 00:00:00-04:00,-0.0051968173609343755,2021-04-05 00:00:00-04:00,27,1.010138903913199
2021-04-27 00:00:00-04:00,-0.003284076423261556,2021-04-05 00:00:00-04:00,27,1.0068215305546384
2021-04-28 00:00:00-04:00,0.00011510743481786,2021-04-05 00:00:00-04:00,27,1.00693742319834
2021-04-29 00:00:00-04:00,0.003155944680512155,2021-04-05 00:00:00-04:00,27,1.0101152620026912
2021-04-30 00:00:00-04:00,0.0003939650505770567,2021-04-05 00:00:00-04:00,27,1.0105132121129747
2021-05-03 00:00:00-04:00,0.007640169974678664,2021-04-05 00:00:00-04:00,27,1.0182337048151764
2021-05-04 00:00:00-04:00,-0.002670264464337563,2021-04-05 00:00:00-04:00,27,1.0155147515368177
2021-05-05 00:00:00-04:00,0.0005050652658494939,2021-05-04 00:00:00-04:00,27,1.016027652764777
2021-05-06 00:00:00-04:00,0.004655277110472157,2021-05-04 00:00:00-04:00,27,1.0207575430402995
2021-05-07 00:00:00-04:00,0.0010426939515214722,2021-05-04 00:00:00-04:00,27,1.0218218807563977
2021-05-10 00:00:00-04:00,0.00296587212164703,2021-05-04 00:00:00-04:00,27,1.024852473785822
2021-05-11 00:00:00-04:00,-0.007576662752402187,2021-05-04 00:00:00-04:00,27,1.0170875122209817
2021-05-12 00:00:00-04:00,-0.008255438315050047,2021-05-04 00:00:00-04:00,27,1.0086910090028336
2021-05-13 00:00:00-04:00,0.008209188975864659,2021-05-04 00:00:00-04:00,27,1.0169715441139935
2021-05-14 00:00:00-04:00,0.00499479453486133,2021-05-04 00:00:00-04:00,27,1.0220511080246437
2021-05-17 00:00:00-04:00,0.0006348650341363186,2021-05-04 00:00:00-04:00,27,1.022699972536229
2021-05-18 00:00:00-04:00,0.00043796445201579767,2021-05-04 00:00:00-04:00,27,1.0231478787692774
2021-05-19 00:00:00-04:00,-0.0022623033634285735,2021-05-04 00:00:00-04:00,27,1.0208332078818527
2021-05-20 00:00:00-04:00,0.006595335179489505,2021-05-04 00:00:00-04:00,27,1.0275659450501868
2021-05-21 00:00:00-04:00,7.820909308402371e-05,2021-05-04 00:00:00-04:00,27,1.0276463100508333
2021-05-24 00:00:00-04:00,0.0017294434987331125,2021-05-04 00:00:00-04:00,27,1.0294235662807478
2021-05-25 00:00:00-04:00,0.0023521894111219192,2021-05-04 00:00:00-04:00,27,1.031844965492913
2021-05-26 00:00:00-04:00,-0.003024784350764808,2021-05-04 00:00:00-04:00,27,1.0287238569888746
2021-05-27 00:00:00-04:00,-0.005700736968369391,2021-05-04 00:00:00-04:00,27,1.0228593728670945
2021-05-28 00:00:00-04:00,0.0011751073911881282,2021-05-04 00:00:00-04:00,27,1.0240613424762965
2021-06-01 00:00:00-04:00,-0.008579363909794977,2021-05-04 00:00:00-04:00,27,1.0152755475532391
2021-06-02 00:00:00-04:00,0.0023780608315769297,2021-05-04 00:00:00-04:00,27,1.0176899345661332
2021-06-03 00:00:00-04:00,-0.00059810355520416,2021-05-04 00:00:00-04:00,27,1.0170812505981737
2021-06-04 00:00:00-04:00,0.008072915602666366,2021-06-03 00:00:00-04:00,27,1.0252920616953072
2021-06-07 00:00:00-04:00,-0.001306220922486458,2021-06-03 00:00:00-04:00,27,1.0239528037526615
2021-06-08 00:00:00-04:00,-0.0025196915370754996,2021-06-03 00:00:00-04:00,27,1.0213727585386811
2021-06-09 00:00:00-04:00,0.0009394485239053954,2021-06-03 00:00:00-04:00,27,1.0223322856690475
2021-06-10 00:00:00-04:00,0.0068324033066250196,2021-06-03 00:00:00-04:00,27,1.029317272158122
2021-06-11 00:00:00-04:00,-0.0014356211282841014,2021-06-03 00:00:00-04:00,27,1.027839562534504
2021-06-14 00:00:00-04:00,-0.0023339968395668783,2021-06-03 00:00:00-04:00,27,1.0254405882439666
2021-06-15 00:00:00-04:00,-0.0018403131717999142,2021-06-03 00:00:00-04:00,27,1.023553456422523
2021-06-16 00:00:00-04:00,-0.009791388367595499,2021-06-03 00:00:00-04:00,27,1.0135314470156953
2021-06-17 00:00:00-04:00,0.0025339517810662546,2021-06-03 00:00:00-04:00,27,1.0160996868310275
2021-06-18 00:00:00-04:00,-0.0054801107163634415,2021-06-03 00:00:00-04:00,27,1.0105313480483311
2021-06-21 00:00:00-04:00,0.0020169157624800945,2021-06-03 00:00:00-04:00,27,1.0125695046526901
2021-06-22 00:00:00-04:00,0.0014514669434888055,2021-06-03 00:00:00-04:00,27,1.0140392158166784
2021-06-23 00:00:00-04:00,-0.0056723808061547995,2021-06-03 00:00:00-04:00,27,1.0082871992321916
2021-06-24 00:00:00-04:00,0.003214729968542543,2021-06-03 00:00:00-04:00,27,1.011528570308461
2021-06-25 00:00:00-04:00,0.0004008396221440544,2021-06-03 00:00:00-04:00,27,1.0119340310383713
2021-06-28 00:00:00-04:00,0.003853139997524664,2021-06-03 00:00:00-04:00,27,1.0158331545282215
2021-06-29 00:00:00-04:00,-0.0031089460142751163,2021-06-03 00:00:00-04:00,27,1.0126749840912825
2021-06-30 00:00:00-04:00,0.007510152623972814,2021-06-03 00:00:00-04:00,27,1.0202803277802874
2021-07-01 00:00:00-04:00,-0.00046239564549645825,2021-06-03 00:00:00-04:00,27,1.0198085545995361
2021-07-02 00:00:00-04:00,0.0056310783063050415,2021-06-03 00:00:00-04:00,27,1.0255511764279257
2021-07-06 00:00:00-04:00,0.0032280682868942884,2021-07-02 00:00:00-04:00,27,1.02886172565714
2021-07-07 00:00:00-04:00,0.0061649872998174,2021-07-02 00:00:00-04:00,27,1.0352046451290844
2021-07-08 00:00:00-04:00,0.0002501107064169484,2021-07-02 00:00:00-04:00,27,1.0354635608941638
2021-07-09 00:00:00-04:00,-0.0018237514021074463,2021-07-02 00:00:00-04:00,27,1.033575132773152
2021-07-12 00:00:00-04:00,-2.9559345533875237e-05,2021-07-02 00:00:00-04:00,27,1.0335445809686672
2021-07-13 00:00:00-04:00,-0.001356402653846259,2021-07-02 00:00:00-04:00,27,1.032142678356173
2021-07-14 00:00:00-04:00,0.008207413204652445,2021-07-02 00:00:00-04:00,27,1.0406138998035985
2021-07-15 00:00:00-04:00,0.0040569151788946295,2021-07-02 00:00:00-04:00,27,1.0448355821290807
2021-07-16 00:00:00-04:00,-0.0007736756199419951,2021-07-02 00:00:00-04:00,27,1.0440272183123396
2021-07-19 00:00:00-04:00,0.0037887939753407265,2021-07-02 00:00:00-04:00,27,1.047982822347173
2021-07-20 00:00:00-04:00,-0.000781592747198671,2021-07-02 00:00:00-04:00,27,1.0471637265740377
2021-07-21 00:00:00-04:00,-0.0043168665720990295,2021-07-02 00:00:00-04:00,27,1.0426432604872755
2021-07-22 00:00:00-04:00,0.003525511322266994,2021-07-02 00:00:00-04:00,27,1.0463191111072088
2021-07-23 00:00:00-04:00,0.0027724081491938535,2021-07-02 00:00:00-04:00,27,1.0492199347374995
